Time,Value,Label
15327.9056201,61,0
15332.9056201,61,0
15337.9055901,60,0
15342.9056201,59,0
15347.9056201,59,0
15352.9055901,58,0
15357.9055901,58,0
15362.9056201,59,0
15367.9055901,59,0
15372.9056201,59,0
15378.9056201,59,0
15383.9056201,59,0
15388.9056201,59,0
15393.9056201,59,0
15399.9055901,59,0
15408.9056201,59,0
15409.9056201,59,0
15417.9056201,60,0
15420.9056201,60,0
15425.9056201,57,0
15430.9056201,58,0
15435.9056201,58,0
15440.9056201,58,0
15445.9056201,59,0
15451.9055901,60,0
15456.9056201,61,0
15461.9055901,60,0
15466.9055901,60,0
15471.9056201,60,0
15476.9055901,60,0
15483.9056201,61,0
15486.9056201,62,0
15492.9056201,60,0
15496.9056201,59,0
15501.9056201,59,0
15511.9056201,59,0
15515.9056201,59,0
15521.9056201,62,0
15523.9055901,61,0
15528.9056201,58,0
15533.9056201,59,0
15539.9056201,59,0
15544.9056201,59,0
15550.9056201,59,0
15555.9055901,59,0
15563.9055901,59,0
15565.9056201,59,0
15570.9056201,59,0
15575.9055901,59,0
15580.9055901,59,0
15585.9056201,59,0
15590.9056201,60,0
15595.9055901,60,0
15603.9056201,61,0
15607.9056201,60,0
15610.9055901,59,0
15615.9055901,59,0
15622.9056201,59,0
15625.9056201,59,0
15630.9055901,59,0
15635.9055901,59,0
15642.9055901,60,0
15645.9056201,61,0
15652.9055901,60,0
15656.9055901,59,0
15661.9055901,59,0
15666.9055901,59,0
15671.9055901,59,0
15676.9056201,59,0
15682.9056201,59,0
15687.9056201,59,0
15692.9056201,59,0
15699.9056201,59,0
15702.9056201,59,0
15707.9056201,59,0
15713.9055901,59,0
15718.9056201,59,0
15723.9055901,59,0
15728.9056201,59,0
15738.9056201,59,0
15740.9056201,59,0
15744.9055901,57,0
15749.9056201,58,0
15754.9056201,59,0
15760.9056201,59,0
15766.9056201,59,0
15771.9056201,59,0
15776.9056201,59,0
15781.9056201,59,0
15790.9056201,58,0
15791.9056201,57,0
15796.9055901,58,0
15801.9055901,58,0
15806.9055901,58,0
15811.9056201,58,0
15816.9056201,58,0
15823.9056201,59,0
15826.9056201,59,0
15835.9056201,59,0
15836.9056201,58,0
15842.9056201,58,0
15848.9055901,58,0
15853.9055901,58,0
15858.9055901,58,0
15863.9056201,58,0
15870.9056201,58,0
15874.9055901,58,0
15883.9055901,58,0
15886.9056201,59,0
15891.9055901,59,0
15895.9056201,56,0
15901.9056201,57,0
15907.9055901,57,0
15912.9055901,57,0
15917.9056201,57,0
15923.9056201,59,0
15929.9056201,59,0
15934.9055901,57,0
15943.9056201,58,0
15944.9056201,58,0
15949.9056201,58,0
15954.9055901,58,0
15959.9056201,58,0
15964.9056201,58,0
15971.9055901,59,0
15978.9056201,58,0
15980.9056201,58,0
15987.9056201,58,0
15990.9055901,58,0
15996.9056201,58,0
16000.9055901,57,0
16005.9055901,58,0
16010.9056201,58,0
16015.9056201,58,0
16021.9056201,58,0
16029.9056201,58,0
16035.9056201,59,0
16037.9055901,58,0
16042.9056201,56,0
16047.9055901,56,0
16052.9055901,56,0
16057.9055901,57,0
16062.9056201,57,0
16067.9055901,57,0
16074.9056201,58,0
16077.9056201,58,0
16082.9055901,59,0
16087.9055901,58,0
16094.9055901,58,0
16097.9055901,58,0
16102.9056201,58,0
16109.9056201,58,0
16116.9055901,58,0
16118.9055901,58,0
16123.9056201,56,0
16128.9056201,57,0
16133.9056201,58,0
16138.9056201,59,0
16143.9056201,59,0
16151.9056201,59,0
16154.9056201,58,0
16162.9055901,58,0
16163.9055901,57,0
16168.9056201,56,0
16173.9055901,56,0
16178.9055901,56,0
16183.9055901,56,0
16190.9056201,56,0
16193.9056201,59,0
16200.9055901,59,0
16203.9056201,59,0
16208.9056201,58,0
16213.9056201,58,0
16218.9056201,58,0
16223.9056201,58,0
16232.9056201,58,0
16237.9056201,57,0
16239.9056201,57,0
16247.9056201,58,0
16249.9055901,57,0
16254.9056201,56,0
16260.9056201,56,0
16265.9055901,57,0
16270.9056201,57,0
16275.9056201,57,0
16284.9056201,57,0
16289.9056201,56,0
16290.9056201,56,0
16295.9056201,57,0
16300.9055901,57,0
16305.9055901,58,0
16310.9056201,58,0
16316.9056201,58,0
16321.9055901,57,0
16330.9056201,57,0
16331.9056201,57,0
16339.9055901,58,0
16341.9056201,58,0
16346.9056201,57,0
16351.9055901,57,0
16356.9056201,57,0
16362.9056201,57,0
16367.9056201,57,0
16372.9055901,57,0
16380.9056201,57,0
16383.9055901,57,0
16388.9056201,57,0
16393.9055901,57,0
16398.9056201,57,0
16408.9056201,57,0
16413.9055901,57,0
16415.9055901,57,0
16420.9056201,56,0
16426.9055901,58,0
16431.9056201,58,0
16437.9056201,59,0
16442.9056201,58,0
16452.9056201,57,0
16453.9056201,56,0
16458.9055901,56,0
16463.9055901,56,0
16468.9056201,56,0
16473.9056201,56,0
16478.9056201,58,0
16484.9056201,57,0
16489.9056201,57,0
16494.9056201,57,0
16499.9055901,57,0
16504.9045501,57,0
16513.9045501,57,0
16514.9045501,56,0
16520.90452,56,0
16525.9045501,55,0
16530.90452,56,0
16535.9045501,57,0
16540.9045501,57,0
16546.9045501,56,0
16551.9045501,56,0
16557.90452,57,0
16561.90452,57,0
16571.90452,57,0
16572.9045501,58,0
16578.9045501,56,0
16583.9045501,55,0
16588.90452,55,0
16593.9045501,56,0
16598.90452,57,0
16603.9045501,57,0
16611.9045501,58,0
16613.9045501,57,0
16618.9045501,57,0
16626.9045501,56,0
16629.9045501,55,0
16634.90452,56,0
16639.9045501,55,0
16644.90452,56,0
16650.90452,57,0
16654.90452,57,0
16660.9045501,57,0
16664.9045501,56,0
16669.9045501,56,0
16674.9045501,56,0
16680.90452,56,0
16685.90452,56,0
16692.9045501,56,0
16696.90452,56,0
16701.9045501,56,0
16706.9045501,55,0
16711.9045501,55,0
16716.9045501,55,0
16722.90452,54,0
16727.9045501,55,0
16732.90452,55,0
16737.90452,56,0
16742.90452,56,0
16747.9045501,56,0
16752.9045501,56,0
16760.9045501,56,0
16763.90452,56,0
16768.9045501,56,0
16773.9045501,58,0
16779.9045501,57,0
16784.90452,57,0
16789.90452,57,0
16794.9045501,56,0
16802.9045501,56,0
16804.9045501,56,0
16810.9045501,58,0
16817.90452,58,0
16820.9045501,58,0
16825.9045501,57,0
16831.9045501,56,0
16840.90452,55,0
16843.90452,54,0
16848.9045501,54,0
16853.90452,54,0
16858.9045501,55,0
16864.9045501,55,0
16870.9045501,55,0
16874.90452,55,0
16879.9045501,55,0
16884.9045501,55,0
16889.9045501,55,0
16895.90452,55,0
16900.9045501,55,0
16909.9045501,54,0
16910.9045501,54,0
16916.90452,54,0
16921.90452,53,0
16926.9045501,53,0
16931.90452,54,0
16936.9045501,54,0
16941.90452,55,0
16946.90452,56,0
16951.90452,55,0
16956.9045501,54,0
16962.9045501,55,0
16966.9045501,53,0
16971.9045501,54,0
16976.9045501,54,0
16981.9045501,54,0
16986.9045501,54,0
16991.9045501,54,0
16997.9045501,54,0
17002.9045501,55,0
17007.9045501,55,0
17012.9045501,55,0
17017.90452,55,0
17022.9045501,55,0
17028.9045501,55,0
17033.90452,55,0
17042.90452,55,0
17043.90452,55,0
17048.90452,53,0
17053.9045501,53,0
17058.9045501,55,0
17063.9045501,55,0
17068.9045501,55,0
17073.9045501,56,0
17079.90452,56,0
17083.9045501,54,0
17088.9045501,54,0
17093.9045501,54,0
17099.9045501,55,0
17104.9045501,55,0
17110.90452,56,0
17119.90452,55,0
17121.90452,55,0
17127.9045501,54,0
17132.9045501,54,0
17137.90452,54,0
17142.9045501,54,0
17148.9045501,55,0
17153.90452,56,0
17162.9045501,55,0
17163.9045501,55,0
17169.9045501,55,0
17174.9045501,55,0
17179.9045501,55,0
17185.9045501,53,0
17190.90452,53,0
17197.90452,53,0
17200.9045501,53,0
17206.9045501,55,0
17211.90452,55,0
17217.90452,55,0
17221.9045501,55,0
17226.9045501,55,0
17231.9045501,55,0
17237.9045501,55,0
17242.9045501,55,0
17247.9045501,56,0
17253.9045501,54,0
17258.9045501,54,0
17263.9045501,55,0
17268.9045501,55,0
17273.9045501,55,0
17281.9045501,55,0
17288.9045501,85,0
17289.9045501,85,0
17298.9045501,63,0
17303.9045501,60,0
17309.9045501,62,0
17314.9045501,63,0
17320.90452,62,0
17323.9045501,58,0
17327.9045501,58,0
17331.90452,58,0
17336.9045501,55,0
17346.9045501,55,0
17351.90452,59,0
17355.9045501,59,0
17358.9045501,59,0
17363.9045501,59,0
17368.90452,55,0
17373.9045501,55,0
17379.9045501,55,0
17389.9045501,55,0
17392.9045501,53,0
17398.9045501,52,0
17400.90452,53,0
17405.9045501,53,0
17415.9045501,68,0
17421.90452,59,0
17422.90452,59,0
17432.90452,55,0
17437.9045501,53,0
17439.9045501,52,0
17447.9045501,52,0
17450.9045501,54,0
17453.9045501,53,0
17458.9045501,53,0
17463.90452,53,0
17471.9045501,57,0
17474.90452,58,0
17484.9045501,56,0
17485.9045501,56,0
17490.90452,54,0
17495.9045501,55,0
17505.9045501,54,0
17506.90452,54,0
17511.9045501,55,0
17516.9045501,55,0
17521.90452,58,0
17526.9045501,58,0
17531.90452,57,0
17536.9045501,56,0
17545.9045501,55,0
17546.9045501,55,0
17551.9045501,60,0
17557.90452,61,0
17565.9045501,53,0
17567.9045501,53,0
17572.90452,53,0
17579.9045501,53,0
17583.9045501,55,0
17588.9045501,58,0
17594.90452,59,0
17601.90452,54,0
17604.9045501,54,0
17609.9045501,54,0
17614.9045501,55,0
17619.9045501,55,0
17624.90452,55,0
17629.90452,55,0
17636.9045501,56,0
17640.9045501,59,0
17644.90452,62,0
17649.90452,59,0
17654.9045501,56,0
17664.9045501,54,0
17665.9045501,53,0
17670.9045501,53,0
17675.90452,54,0
17680.9045501,55,0
17689.9045501,58,0
17690.9045501,58,0
17695.90452,63,0
17700.9045501,59,0
17706.90452,56,0
17711.9045501,55,0
17717.9045501,55,0
17725.90452,54,0
17728.90452,53,0
17733.9045501,54,0
17739.9045501,53,0
17748.90452,53,0
17751.9045501,54,0
17755.9045501,60,0
17760.90452,63,0
17768.90452,54,0
17770.90452,54,0
17775.9045501,55,0
17780.9045501,54,0
17786.90452,52,0
17794.90452,54,0
17796.9045501,54,0
17805.90452,54,0
17809.9045501,56,0
17811.9045501,57,0
17820.90452,65,0
17822.9045501,64,0
17827.9045501,59,0
17833.9045501,58,0
17838.90452,56,0
17843.90452,55,0
17848.9045501,55,0
17854.9045501,54,0
17859.9045501,52,0
17864.90452,52,0
17869.90452,51,0
17875.9045501,51,0
17879.90452,53,0
17884.90452,53,0
17889.9045501,53,0
17894.90452,53,0
17903.90452,53,0
17905.90452,53,0
17910.9045501,55,0
17916.9045501,60,0
17922.90452,57,0
17930.9045501,55,0
17932.9045501,55,0
17937.9045501,54,0
17942.9045501,55,0
17947.9045501,55,0
17955.90452,54,0
17960.90452,59,0
17962.90452,59,0
17967.9045501,61,0
17975.9045501,54,0
17977.9045501,53,0
17983.90452,54,0
17992.9045501,53,0
17993.90452,53,0
17998.90452,51,0
18003.9045501,52,0
18012.9045501,52,0
18016.90452,54,0
18019.90452,54,0
18029.9045501,54,0
18032.90452,54,0
18036.9045501,54,0
18041.9045501,54,0
18046.9045501,54,0
18055.90452,77,0
18060.9045501,77,0
18065.9045501,77,0
18071.9045501,77,0
18074.9045501,76,0
18077.90452,76,0
18082.9045501,76,0
18091.9045501,57,0
18096.9045501,54,0
18101.9045501,58,0
18106.90452,60,0
18108.90452,59,0
18113.9045501,52,0
18118.90452,53,0
18128.90452,54,0
18132.9045501,59,0
18134.9045501,59,0
18139.90452,59,0
18144.9045501,63,0
18152.9045501,51,0
18155.9045501,50,0
18161.9045501,50,0
18166.90452,57,0
18171.90452,55,0
18176.90452,54,0
18181.9045501,55,0
18187.9045501,54,0
18192.9045501,53,0
18197.9045501,53,0
18205.9045501,57,0
18208.9045501,60,0
18212.9045501,62,0
18218.90452,63,0
18227.9045501,74,0
18228.9045501,74,0
18234.9045501,74,0
18242.9045501,74,0
18249.9045501,63,0
18253.9045501,61,0
18255.9045501,61,0
18260.90452,49,0
18265.9045501,49,0
18273.90452,50,0
18279.9045501,50,0
18284.9045501,54,0
18289.90452,61,0
18294.9045501,61,0
18295.90452,59,0
18303.90452,54,0
18305.9045501,54,0
18311.90452,52,0
18315.9045501,53,0
18325.9045501,55,0
18330.9045501,57,0
18333.9045501,55,0
18336.9045501,52,0
18341.90452,52,0
18346.9045501,51,0
18351.9045501,51,0
18356.90452,52,0
18361.90452,53,0
18368.90452,54,0
18372.9045501,53,0
18378.9045501,53,0
18388.9045501,55,0
18389.9045501,54,0
18397.9045501,54,0
18400.9045501,54,0
18405.90452,54,0
18410.90452,55,0
18415.90452,54,0
18420.9045501,54,0
18425.9045501,54,0
18432.9045501,54,0
18440.9045501,52,0
18441.90452,52,0
18446.90452,53,0
18452.9045501,53,0
18459.9045501,56,0
18462.9045501,55,0
18467.90452,53,0
18472.9045501,55,0
18478.90452,57,0
18483.9045501,60,0
18488.9045501,58,0
18495.9045501,53,0
18498.90452,54,0
18503.90452,56,0
18508.90452,57,0
18516.90452,54,0
18518.9045501,53,0
18524.9045501,54,0
18529.90452,55,0
18537.9045501,56,0
18540.90452,56,0
18547.9045501,52,0
18550.9045501,51,0
18555.90452,50,0
18560.9045501,51,0
18568.9045501,53,0
18571.90452,54,0
18576.9045501,54,0
18581.9045501,54,0
18587.9045501,54,0
18593.9045501,54,0
18596.9045501,58,0
18601.9045501,58,0
18606.9045501,55,0
18612.90452,54,0
18617.90452,55,0
18622.90452,54,0
18627.90452,54,0
18632.9045501,54,0
18637.9045501,54,0
18643.90452,53,0
18652.90452,54,0
18655.90452,62,0
18660.9045501,63,0
18666.9045501,57,0
18672.90452,53,0
18677.9045501,53,0
18683.90452,53,0
18688.90452,53,0
18693.90452,60,0
18698.9045501,59,0
18705.9045501,51,0
18708.90452,51,0
18713.90452,51,0
18718.90452,51,0
18726.9045501,55,0
18728.90452,55,0
18735.90452,57,0
18738.9045501,64,0
18743.9045501,62,0
18748.90452,53,0
18753.9045501,52,0
18758.9045501,53,0
18764.90452,50,0
18768.90452,52,0
18773.90452,56,0
18778.90452,54,0
18783.9045501,51,0
18792.9045501,51,0
18796.90452,57,0
18798.9045501,59,0
18803.9045501,59,0
18808.9045501,53,0
18813.90452,52,0
18818.90452,53,0
18823.9045501,53,0
18828.9045501,54,0
18837.9045501,53,0
18838.90452,53,0
18843.9045501,54,0
18848.9045501,53,0
18854.90452,53,0
18859.90452,53,0
18869.9045501,53,0
18870.9045501,54,0
18875.9045501,54,0
18884.90452,57,0
18887.90452,61,0
18893.9045501,63,0
18897.9045501,62,0
18902.9045501,54,0
18908.90452,56,0
18913.9045501,57,0
18918.9045501,57,0
18923.9045501,54,0
18929.9045501,55,0
18934.90452,55,0
18939.9045501,54,0
18945.90452,53,0
18954.9045501,54,0
18955.9045501,54,0
18964.9045501,53,0
18965.9045501,52,0
18970.90452,52,0
18975.9045501,52,0
18980.9045501,52,0
18986.9045501,52,0
18991.9045501,52,0
18996.9045501,52,0
19001.90452,53,0
19006.9045501,53,0
19012.9045501,53,0
19018.90452,53,0
19023.90452,53,0
19028.9045501,53,0
19033.9045501,53,0
19038.90452,54,0
19047.9045501,54,0
19050.90452,54,0
19054.9045501,53,0
19060.9045501,52,0
19065.9045501,52,0
19071.90452,52,0
19076.90452,52,0
19081.90452,53,0
19086.90452,53,0
19091.9045501,53,0
19096.9045501,53,0
19101.90452,53,0
19107.9045501,53,0
19111.9045501,57,0
19116.9045501,62,0
19122.9045501,60,0
19127.90452,55,0
19133.9045501,54,0
19137.9045501,54,0
19142.90452,54,0
19147.9045501,60,0
19153.9045501,60,0
19158.9045501,56,0
19163.9045501,54,0
19169.9045501,51,0
19174.9045501,51,0
19179.9045501,53,0
19185.9045501,54,0
19194.90452,54,0
19195.9045501,54,0
19202.9045501,61,0
19206.90452,59,0
19211.9045501,55,0
19216.9045501,56,0
19221.90452,56,0
19230.90452,52,0
19232.90452,52,0
19237.9045501,53,0
19242.9045501,53,0
19248.9045501,54,0
19253.9045501,54,0
19259.9045501,54,0
19264.90452,54,0
19269.9045501,54,0
19275.9045501,53,0
19281.90452,53,0
19289.9045501,53,0
19291.90452,53,0
19296.90452,54,0
19301.9045501,54,0
19307.9045501,53,0
19312.90452,54,0
19317.90452,54,0
19326.90452,53,0
19330.90452,54,0
19332.9045501,60,0
19338.90452,63,0
19343.90452,58,0
19353.9045501,55,0
19355.90452,55,0
19360.9045501,55,0
19365.90452,58,0
19370.9045501,61,0
19377.9045501,55,0
19381.9045501,52,0
19386.90452,52,0
19391.9045501,51,0
19397.90452,52,0
19402.9045501,52,0
19407.9045501,53,0
19412.9045501,53,0
19418.90452,53,0
19426.90452,53,0
19430.90452,59,0
19434.9045501,58,0
19439.9045501,52,0
19445.9045501,52,0
19451.9045501,52,0
19457.9045501,52,0
19463.9045501,52,0
19470.9045501,56,0
19475.90452,60,0
19480.9045501,59,0
19485.9045501,52,0
19493.9045501,52,0
19496.90452,52,0
19501.9045501,52,0
19506.90452,52,0
19514.90452,53,0
19516.90452,52,0
19522.9045501,53,0
19526.9045501,53,0
19531.90452,53,0
19536.9045501,52,0
19541.9045501,52,0
19550.9045501,54,0
19551.90452,55,0
19556.9045501,58,0
19562.9045501,53,0
19568.9045501,51,0
19577.9045501,51,0
19578.90452,52,0
19583.9045501,54,0
19589.9045501,50,0
19594.9045501,50,0
19600.9045501,62,0
19607.9045501,51,0
19609.9045501,51,0
19615.9045501,52,0
19620.9045501,52,0
19625.9045501,53,0
19630.9045501,53,0
19635.9045501,53,0
19644.9045501,53,0
19645.9045501,53,0
19652.9045501,52,0
19655.9045501,53,0
19660.90452,61,0
19667.9045501,52,0
19670.9045501,51,0
19675.9045501,52,0
19680.9045501,52,0
19685.90452,52,0
19690.9045501,51,0
19695.90452,51,0
19700.9045501,51,0
19705.9045501,51,0
19711.90452,51,0
19716.9045501,52,0
19722.9045501,53,0
19728.9045501,53,0
19733.9045501,53,0
19742.9045501,53,0
19745.9045501,59,0
19748.90452,63,0
19753.9045501,62,0
19759.9045501,54,0
19764.90452,54,0
19773.9045501,55,0
19774.9045501,55,0
19779.9045501,55,0
19784.90452,53,0
19789.90452,53,0
19794.9045501,52,0
19799.9045501,52,0
19805.90452,52,0
19810.9045501,53,0
19816.90452,53,0
19821.9045501,54,0
19826.9045501,54,0
19835.9045501,54,0
19838.9045501,63,0
19841.9045501,62,0
19848.9045501,51,0
19853.9045501,50,0
19857.90452,51,0
19862.90452,51,0
19867.9045501,50,0
19873.9045501,52,0
19878.9045501,53,0
19883.9045501,53,0
19892.9045501,54,0
19894.9045501,53,0
19898.9045501,53,0
19906.90452,53,0
19908.9045501,53,0
19914.90452,53,0
19923.9045501,53,0
19924.90452,52,0
19929.9045501,52,0
19934.9045501,52,0
19940.90452,52,0
19945.90452,55,0
19950.9045501,54,0
19955.90452,54,0
19960.9045501,53,0
19966.9045501,53,0
19971.9045501,53,0
19976.9045501,53,0
19982.9045501,54,0
19988.9045501,54,0
19992.90452,55,0
19997.90452,55,0
20002.9045501,55,0
20007.9045501,54,0
20012.90452,54,0
20017.90452,54,0
20022.9045501,53,0
20028.9045501,52,0
20039.9045501,53,0
20041.90452,53,0
20045.90452,53,0
20050.9045501,53,0
20058.90452,53,0
20064.9045501,79,0
20068.9045501,71,0
20070.9045501,70,0
20079.9045501,50,0
20084.90452,51,0
20090.9045501,51,0
20095.9045501,51,0
20100.9045501,53,0
20104.90452,57,0
20106.90207,56,0
20115.90204,55,0
20121.90207,55,0
20122.90207,55,0
20128.90207,51,0
20136.90207,55,0
20140.90207,55,0
20144.90204,55,0
20150.90207,61,0
20158.90207,51,0
20159.90207,51,0
20165.90204,50,0
20170.90207,53,0
20178.90207,52,0
20180.90207,53,0
20185.90207,53,0
20190.90207,58,0
20196.90204,61,0
20200.90207,59,0
20205.90207,52,0
20210.90204,52,0
20215.90207,52,0
20220.90207,55,0
20225.90204,57,0
20230.90207,58,0
20238.90204,58,0
20240.90204,55,0
20245.90204,51,0
20250.90204,52,0
20255.90207,54,0
20260.90207,55,0
20268.90207,63,0
20270.90204,62,0
20275.90207,57,0
20281.90207,53,0
20285.90207,51,0
20291.90204,50,0
20296.90204,55,0
20301.90207,56,0
20309.90207,55,0
20311.90207,54,0
20316.90204,52,0
20324.90204,52,0
20329.90204,59,0
20332.90207,60,0
20337.90207,59,0
20342.90207,52,0
20347.90207,54,0
20355.90207,51,0
20358.90204,52,0
20363.90207,52,0
20369.90207,57,0
20375.90204,61,0
20380.90207,61,0
20385.90207,64,0
20394.90207,81,0
20396.90204,80,0
20400.90207,79,0
20410.90204,58,0
20415.90207,65,0
20416.90207,65,0
20425.90207,58,0
20426.90207,58,0
20435.90204,57,0
20438.90204,58,0
20442.90204,58,0
20448.90207,68,0
20452.90207,66,0
20458.90204,54,0
20463.90207,54,0
20468.90207,54,0
20473.90207,55,0
20481.90207,54,0
20483.90207,54,0
20493.90204,54,0
20494.90207,54,0
20503.90204,55,0
20504.90207,55,0
20509.90204,54,0
20514.90207,54,0
20520.90207,54,0
20525.90204,55,0
20530.90207,56,0
20536.90204,56,0
20545.90207,54,0
20546.90204,54,0
20551.90207,53,0
20556.90207,53,0
20562.90207,54,0
20566.90207,57,0
20573.90207,56,0
20576.90204,60,0
20581.90207,59,0
20586.90207,54,0
20592.90207,53,0
20597.90204,53,0
20603.90207,53,0
20607.90207,59,0
20613.90204,54,0
20618.90204,55,0
20623.90207,55,0
20629.90207,55,0
20639.90207,57,0
20640.90207,56,0
20645.90207,53,0
20650.90207,57,0
20655.90204,56,0
20660.90207,53,0
20665.90204,54,0
20670.90204,55,0
20675.90207,56,0
20680.90204,55,0
20687.90204,51,0
20690.90207,51,0
20695.90204,51,0
20704.90207,52,0
20705.90204,52,0
20710.90204,52,0
20715.90207,53,0
20721.90207,53,0
20726.90204,53,0
20734.90204,54,0
20736.90207,55,0
20741.90207,55,0
20747.90204,52,0
20752.90204,52,0
20758.90204,53,0
20762.90207,53,0
20767.90207,53,0
20772.90207,53,0
20777.90207,54,0
20783.90207,55,0
20791.90207,55,0
20794.90204,58,0
20799.90204,61,0
20805.90204,53,0
20814.90207,51,0
20815.90207,51,0
20822.90204,51,0
20825.90207,51,0
20833.90207,53,0
20836.90207,53,0
20841.90207,53,0
20848.90204,53,0
20853.90204,58,0
20856.90207,58,0
20861.90207,53,0
20866.90207,53,0
20871.90204,53,0
20876.90207,53,0
20881.90207,53,0
20886.90204,53,0
20891.90204,52,0
20896.90207,52,0
20901.90207,53,0
20908.90204,53,0
20911.90207,54,0
20919.90207,56,0
20924.90207,54,0
20926.90207,54,0
20932.90207,55,0
20937.90207,55,0
20943.90204,51,0
20948.90207,52,0
20953.90207,52,0
20959.90207,54,0
20964.90204,58,0
20969.90204,56,0
20974.90204,55,0
20979.90207,54,0
20984.90207,53,0
20990.90207,52,0
20996.90207,53,0
21004.90204,54,0
21006.90207,57,0
21011.90207,53,0
21016.90207,52,0
21021.90207,53,0
21026.90207,53,0
21031.90207,53,0
21036.90204,54,0
21041.90207,59,0
21046.90207,54,0
21052.90204,53,0
21057.90207,53,0
21065.90204,51,0
21068.90207,50,0
21073.90207,50,0
21078.90207,52,0
21083.90207,56,0
21088.90207,56,0
21093.90207,53,0
21099.90207,53,0
21104.90204,53,0
21109.90207,53,0
21115.90207,53,0
21119.90207,57,0
21126.90207,52,0
21129.90207,51,0
21134.90207,51,0
21140.90207,51,0
21146.90204,52,0
21150.90207,52,0
21155.90204,57,0
21164.90207,63,0
21168.90204,62,0
21170.90204,61,0
21175.90204,57,0
21181.90207,53,0
21185.90204,54,0
21190.90207,54,0
21195.90204,53,0
21200.90207,52,0
21205.90207,52,0
21210.90204,51,0
21217.90204,51,0
21220.90204,52,0
21229.90207,52,0
21230.90204,52,0
21235.90207,52,0
21240.90204,52,0
21245.90204,52,0
21253.90207,52,0
21255.90207,52,0
21260.90207,53,0
21266.90204,51,0
21271.90204,52,0
21276.90207,51,0
21286.90207,54,0
21287.90204,55,0
21292.90207,57,0
21297.90204,51,0
21302.90207,51,0
21309.90207,55,0
21313.90207,59,0
21318.90207,58,0
21323.90204,53,0
21328.90207,52,0
21333.90207,51,0
21339.90207,52,0
21346.90207,52,0
21354.90204,53,0
21359.90207,54,0
21361.90207,55,0
21366.90207,58,0
21371.90207,58,0
21376.90207,62,0
21381.90207,63,0
21386.90207,64,0
21395.90207,76,0
21398.90207,76,0
21406.90207,63,0
21411.90207,61,0
21412.90204,61,0
21417.90207,60,0
21422.90207,59,0
21430.90207,58,0
21432.90204,58,0
21437.90204,57,0
21442.90207,57,0
21451.90207,57,0
21452.90204,57,0
21457.90207,57,0
21462.90204,60,0
21467.90207,64,0
21475.90204,56,0
21478.90207,56,0
21482.90207,55,0
21487.90204,56,0
21497.90207,56,0
21498.90207,55,0
21503.90207,55,0
21508.90207,55,0
21514.90207,57,0
21520.90207,56,0
21526.90207,55,0
21532.90207,57,0
21537.90207,56,0
21546.90207,55,0
21549.90207,52,0
21555.90204,51,0
21563.90207,51,0
21565.90204,53,0
21570.90207,56,0
21576.90204,57,0
21581.90207,57,0
21586.90204,57,0
21591.90207,55,0
21596.90204,55,0
21601.90204,55,0
21606.90207,55,0
21611.90204,55,0
21616.90207,52,0
21621.90204,53,0
21628.90204,51,0
21633.90204,51,0
21636.90204,51,0
21641.90204,52,0
21646.90207,51,0
21651.90207,52,0
21657.90207,53,0
21663.90204,53,0
21669.90207,52,0
21673.90207,52,0
21679.90204,52,0
21688.90207,52,0
21689.90207,52,0
21694.90207,52,0
21699.90207,50,0
21704.90207,50,0
21709.90204,52,0
21714.90207,51,0
21720.90207,51,0
21725.90204,51,0
21730.90204,52,0
21739.90204,52,0
21741.90204,52,0
21746.90207,52,0
21755.90204,52,0
21757.90207,55,0
21762.90204,53,0
21767.90207,51,0
21772.90207,52,0
21778.90207,52,0
21783.90207,52,0
21788.90207,54,0
21793.90204,54,0
21802.90207,53,0
21803.90207,53,0
21809.90207,52,0
21814.90207,52,0
21820.90204,51,0
21826.90204,53,0
21830.90204,53,0
21835.90207,52,0
21840.90207,51,0
21845.90207,51,0
21851.90204,54,0
21856.90207,52,0
21861.90207,53,0
21867.90204,53,0
21872.90207,52,0
21877.90204,51,0
21882.90207,52,0
21887.90207,51,0
21895.90207,52,0
21899.90207,52,0
21903.90207,50,0
21909.90207,50,0
21914.90207,50,0
21919.90207,50,0
21924.90207,51,0
21929.90207,53,0
21935.90207,52,0
21939.90207,52,0
21947.90207,52,0
21949.90207,53,0
21954.90207,52,0
21959.90204,52,0
21964.90204,52,0
21969.90204,52,0
21977.90204,52,0
21979.90204,52,0
21984.90207,52,0
21989.90207,52,0
21995.90204,52,0
22000.90204,53,0
22008.90207,55,0
22012.90204,54,0
22015.90207,52,0
22021.90207,53,0
22026.90207,55,0
22032.90207,55,0
22038.90207,55,0
22044.90204,55,0
22048.90207,55,0
22053.90204,52,0
22058.90207,52,0
22063.90207,52,0
22069.90204,52,0
22074.90207,52,0
22079.90207,52,0
22084.90204,53,0
22089.90207,59,0
22098.90207,51,0
22100.90207,52,0
22104.90207,53,0
22109.90204,56,0
22114.90204,56,0
22119.90207,55,0
22124.90207,52,0
22130.90207,51,0
22135.90204,52,0
22140.90207,52,0
22146.90207,53,0
22151.90204,54,0
22156.90204,54,0
22161.90204,53,0
22166.90204,53,0
22171.90207,53,0
22177.90207,54,0
22183.90207,55,0
22192.90207,55,0
22194.90204,55,0
22199.90207,54,0
22205.90207,53,0
22211.90207,54,0
22217.90207,59,0
22222.90207,58,0
22228.90204,57,0
22233.90207,53,0
22239.90207,53,0
